os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948644,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.801021,1248.41,14.2273,3,52,52,200,0,0.74464,0,2.59061,4921934949
2.16994,460.842,19.9599,3,53,53,200,0,0.760033,0,2.77116,5382774581
95.6218,10.4579,19.9599,3,53,53,200,0,0.760033,0,2.77116,5393238706
53.5724,18.6663,19.9599,3,53,53,200,0,0.760033,0,2.77116,5411902597
59.7579,16.7342,19.9599,3,53,53,200,0,0.760033,0,2.77116,5428649449
29.958,33.38,17.207,18,53,53,200,0,0.799103,0,2.77736,5462017523
264.71,3.77772,17.207,18,53,53,200,0,0.799103,0,2.77736,5465796209
56.5156,17.6942,17.207,18,53,53,200,0,0.799103,0,2.77736,5483491276
56.4405,17.7178,17.207,18,53,53,200,0,0.799103,0,2.77736,5501213433
66.4099,15.058,17.207,18,53,53,200,0,0.799103,0,2.77736,5516269348
60.8376,16.4372,17.207,18,53,53,200,0,0.799103,0,2.77736,5532706739
59.5118,16.8034,17.207,18,53,53,200,0,0.799103,0,2.77736,5549510961
59.8162,16.7179,17.207,18,53,53,200,0,0.799103,0,2.77736,5566229014
57.1785,17.4891,17.207,18,53,53,200,0,0.799103,0,2.77736,5583718419
62.8498,15.911,17.207,18,53,53,200,0,0.799103,0,2.77736,5599630028
59.6026,16.7778,17.207,18,53,53,200,0,0.799103,0,2.77736,5616408490
59.7111,16.7473,17.207,18,53,53,200,0,0.799103,0,2.77736,5633156013
58.3692,17.1323,17.207,18,53,53,200,0,0.799103,0,2.77736,5650288917
60.2835,16.5883,17.207,18,53,53,200,0,0.799103,0,2.77736,5666877948
57.7955,17.3024,17.207,18,53,53,200,0,0.799103,0,2.77736,5684180403
62.6908,15.9513,17.207,18,53,53,200,0,0.799103,0,2.77736,5700132402
57.4286,17.4129,17.207,18,53,53,200,0,0.799103,0,2.77736,5717546347
57.6502,17.346,17.207,18,53,53,200,0,0.799103,0,2.77736,5734893332
59.9384,16.6838,17.207,18,53,53,200,0,0.799103,0,2.77736,5751577584
60.3934,16.5581,17.207,18,53,53,200,0,0.799103,0,2.77736,5768136356
64.8268,15.4257,17.207,18,53,53,200,0,0.799103,0,2.77736,5783561683
58.0464,17.2276,17.207,18,53,53,200,0,0.799103,0,2.77736,5800789877
56.6909,17.6395,17.207,18,53,53,200,0,0.799103,0,2.77736,5818430203
61.2588,16.3242,17.207,18,53,53,200,0,0.799103,0,2.77736,5834754994
60.4317,16.5476,17.207,18,53,53,200,0,0.799103,0,2.77736,5851303945
59.8898,16.6973,17.207,18,53,53,200,0,0.799103,0,2.77736,5868001808
59.9271,16.6869,17.207,18,53,53,200,0,0.799103,0,2.77736,5884689080
58.0719,17.22,17.207,18,53,53,200,0,0.799103,0,2.77736,5901908924
60.3183,16.5787,17.207,18,53,53,200,0,0.799103,0,2.77736,5918488486
58.6507,17.0501,17.207,18,53,53,200,0,0.799103,0,2.77736,5935547109
58.6031,17.064,18.2957,38,53,53,200,0,0.817661,0,2.78104,5952604483
63.4475,15.7611,18.2957,38,53,53,200,0,0.817661,0,2.78104,5968364951
61.1988,16.3402,18.2957,38,53,53,200,0,0.817661,0,2.78104,5984705352
56.3508,17.746,18.2957,38,53,53,200,0,0.817661,0,2.78104,6002452319
61.6199,16.2285,18.2957,38,53,53,200,0,0.817661,0,2.78104,6018681619
58.7295,17.0272,18.2957,38,53,53,200,0,0.817661,0,2.78104,6035709292
60.5747,16.5086,18.2957,38,53,53,200,0,0.817661,0,2.78104,6052218604
59.5243,16.7999,18.2957,38,53,53,200,0,0.817661,0,2.78104,6069018806
58.496,17.0952,18.2957,38,53,53,200,0,0.817661,0,2.78104,6086114620
58.7637,17.0173,18.2957,38,53,53,200,0,0.817661,0,2.78104,6103132164
60.6552,16.4866,18.2957,38,53,53,200,0,0.817661,0,2.78104,6119620025
61.4583,16.2712,18.2957,38,53,53,200,0,0.817661,0,2.78104,6135891245
59.5301,16.7982,18.2957,38,53,53,200,0,0.817661,0,2.78104,6152690088
60.0281,16.6589,18.2957,38,53,53,200,0,0.817661,0,2.78104,6169349410
58.7044,17.0345,18.2957,38,53,53,200,0,0.817661,0,2.78104,6186384723
58.556,17.0777,18.2957,38,53,53,200,0,0.817661,0,2.78104,6203462527
29.9643,33.3731,18.2957,38,53,53,200,0,0.817661,0,2.78104,6236836341
194.704,5.13601,18.2957,38,53,53,200,0,0.817661,0,2.78104,6241975264
62.4339,16.0169,18.2957,38,53,53,200,0,0.817661,0,2.78104,6257992023
60.2655,16.5933,18.2957,38,53,53,200,0,0.817661,0,2.78104,6274585745
59.0782,16.9267,18.2957,38,53,53,200,0,0.817661,0,2.78104,6291513998
58.5729,17.0727,18.2957,38,53,53,200,0,0.817661,0,2.78104,6308589161
60.2244,16.6046,18.2957,38,53,53,200,0,0.817661,0,2.78104,6325194993
60.6517,16.4876,18.2957,38,53,53,200,0,0.817661,0,2.78104,6341682024
58.5183,17.0887,18.2957,38,53,53,200,0,0.817661,0,2.78104,6358771048
60.372,16.564,18.2957,38,53,53,200,0,0.817661,0,2.78104,6375336830
58.6312,17.0558,18.2957,38,53,53,200,0,0.817661,0,2.78104,6392392274
59.4154,16.8306,18.2957,38,53,53,200,0,0.817661,0,2.78104,6409222956
59.6932,16.7523,18.2957,38,53,53,200,0,0.817661,0,2.78104,6425979569
60.9983,16.3939,18.2957,38,53,53,200,0,0.817661,0,2.78104,6442377410
60.1909,16.6138,10.0756,33,52,52,200,0,0.813755,0,2.78439,6458985721
59.8649,16.7043,10.0756,33,52,52,200,0,0.813755,0,2.78439,6475690464
58.3801,17.1291,10.0756,33,52,52,200,0,0.813755,0,2.78439,6492820248
58.7929,17.0089,10.0756,33,52,52,200,0,0.813755,0,2.78439,6509829431
60.8655,16.4297,10.0756,33,52,52,200,0,0.813755,0,2.78439,6526260612
60.263,16.5939,10.0756,33,52,52,200,0,0.813755,0,2.78439,6542854704
59.2761,16.8702,10.0756,33,52,52,200,0,0.813755,0,2.78439,6559725357
60.0312,16.658,10.0756,33,52,52,200,0,0.813755,0,2.78439,6576383949
59.9501,16.6805,10.0756,33,52,52,200,0,0.813755,0,2.78439,6593065491
58.7586,17.0188,10.0756,33,52,52,200,0,0.813755,0,2.78439,6610084344
60.3167,16.5792,10.0756,33,52,52,200,0,0.813755,0,2.78439,6626664176
60.1296,16.6307,10.0756,33,52,52,200,0,0.813755,0,2.78439,6643295518
59.6219,16.7724,10.0756,33,52,52,200,0,0.813755,0,2.78439,6660068430
59.7038,16.7493,10.0756,33,52,52,200,0,0.813755,0,2.78439,6676818533
60.5632,16.5117,10.0756,33,52,52,200,0,0.813755,0,2.78439,6693330724
58.9809,16.9546,10.0756,33,52,52,200,0,0.813755,0,2.78439,6710285857
60.9137,16.4167,10.0756,33,52,52,200,0,0.813755,0,2.78439,6726703268
62.0062,16.1274,10.0756,33,52,52,200,0,0.813755,0,2.78439,6742830398
56.8716,17.5835,10.0756,33,52,52,200,0,0.813755,0,2.78439,6760414944
62.0417,16.1182,10.0756,33,52,52,200,0,0.813755,0,2.78439,6776533134
59.8058,16.7208,10.0756,33,52,52,200,0,0.813755,0,2.78439,6793254306
57.9214,17.2648,10.0756,33,52,52,200,0,0.813755,0,2.78439,6810520020
60.6487,16.4884,10.0756,33,52,52,200,0,0.813755,0,2.78439,6827008792
57.0923,17.5155,10.0756,33,52,52,200,0,0.813755,0,2.78439,6844524767
62.7676,15.9318,10.0756,33,52,52,200,0,0.813755,0,2.78439,6860457686
56.787,17.6097,10.0756,33,52,52,200,0,0.813755,0,2.78439,6878067082
64.8031,15.4314,10.0756,33,52,52,200,0,0.813755,0,2.78439,6893498669
55.9188,17.8831,10.0756,33,52,52,200,0,0.813755,0,2.78439,6911382686
62.0726,16.1102,10.0756,33,52,52,200,0,0.813755,0,2.78439,6927493476
