elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input,fps,frametime
0.001,Linux,0.0,100.0,122.0859375,1735.9453125,1902.00390625,0.0,0.0,NaN,NaN
1.002,Linux,84.9,17.7,289.234375,1879.18359375,1901.9453125,0.02734375,28.8515625,NaN,NaN
2.003,Linux,70.9,9.8,737.98828125,2304.8671875,1901.9453125,0.0,385.47265625,NaN,NaN
3.005,Linux,90.9,12.3,842.3828125,2398.921875,1901.9296875,0.0,179.18359375,NaN,NaN
4.006,Linux,92.9,12.7,882.9609375,2422.6875,1901.9296875,0.0,92.62109375,NaN,NaN
5.008,Linux,94.9,19.5,926.796875,2437.875,1901.9140625,0.015625,133.3828125,0.74948,1334.26
6.009,Linux,104.9,16.4,1035.51953125,2559.33984375,1901.5390625,0.00390625,4.3515625,62.4974,16.0007
7.011,Linux,104.8,16.5,1050.953125,2565.58203125,1901.5390625,0.01171875,14.4921875,60.3058,16.5822
8.012,Linux,37.9,9.7,1054.06640625,2561.0078125,1901.5390625,0.0078125,1.609375,62.352,16.038
9.014,Linux,48.9,11.5,1067.05859375,2561.48046875,1901.5390625,0.00390625,0.0,62.3813,16.0304
10.016,Linux,49.9,11.7,1067.05859375,2555.53515625,1901.5390625,0.01171875,0.02734375,61.3135,16.3096
11.017,Linux,35.9,9.8,1067.05859375,2554.03515625,1901.5390625,0.00390625,0.0,1.39082,718.999
12.019,Linux,85.9,13.2,1067.05859375,2553.22265625,1901.5234375,0.0078125,0.05859375,60.8184,16.4424
13.02,Linux,44.9,11.4,1067.07421875,2554.86328125,1901.51953125,0.00390625,0.15625,51.7361,19.3289
14.022,Linux,42.9,10.5,1067.07421875,2553.9609375,1901.51953125,0.00390625,0.0,58.405,17.1218
15.024,Linux,45.9,11.4,1067.078125,2553.5703125,1901.51953125,0.0078125,0.0,56.9615,17.5557
16.025,Linux,52.9,29.7,1067.140625,2751.89453125,1901.5078125,0.06640625,0.1171875,59.6456,16.7657
17.027,Linux,40.9,38.9,1067.140625,2898.82421875,1901.5078125,0.00390625,0.0,61.2487,16.3269
18.028,Linux,44.9,37.2,1067.140625,2975.30859375,1901.5078125,0.00390625,0.0,53.6307,18.646
19.03,Linux,43.9,36.6,1067.140625,3164.609375,1901.5078125,0.00390625,0.0,57.7926,17.3033
20.032,Linux,51.9,39.7,1067.140625,3188.1015625,1901.5078125,0.00390625,0.0,58.3507,17.1378
21.033,Linux,41.9,35.3,1067.140625,3198.9765625,1901.5078125,0.00390625,0.0,63.1041,15.8468
22.035,Linux,41.9,34.9,1067.140625,3194.45703125,1901.5078125,0.00390625,0.0,59.8222,16.7162
23.036,Linux,51.9,37.2,1067.140625,3206.2890625,1901.5078125,0.0078125,0.0,63.6018,15.7228
24.038,Linux,48.9,36.5,1067.140625,3249.78125,1901.49609375,0.00390625,0.0,57.4396,17.4096
25.04,Linux,50.9,36.5,1067.140625,3305.39453125,1901.49609375,0.00390625,0.0078125,61.3195,16.308
26.042,Linux,50.9,47.3,1067.14453125,3355.71484375,1895.234375,0.00390625,0.0,59.5059,16.8051
27.043,Linux,47.9,43.3,1067.14453125,3421.73046875,1895.2265625,0.00390625,0.0,64.3077,15.5502
28.045,Linux,49.9,37.0,1067.140625,3495.3359375,1895.2265625,0.00390625,0.0,66.7471,14.9819
29.047,Linux,48.9,37.4,1067.1484375,3599.07421875,1895.2265625,0.00390625,0.0,54.2109,18.4465
30.049,Linux,48.9,37.1,1067.1484375,3671.23828125,1895.2265625,0.00390625,0.0,54.8265,18.2393
31.051,Linux,48.9,38.3,1067.1484375,3751.92578125,1895.2265625,0.0078125,0.0,57.9226,17.2644
32.052,Linux,47.9,37.4,1067.1484375,3777.0703125,1895.2265625,0.00390625,0.0,56.8052,17.604
33.053,Linux,48.9,36.2,1067.1484375,3820.296875,1895.2265625,0.00390625,0.0,66.0397,15.1424
34.055,Linux,48.9,36.8,1067.15234375,3867.33984375,1895.2265625,0.00390625,0.0,60.055,16.6514
35.056,Linux,49.9,37.3,1067.15234375,3899.23046875,1895.2265625,0.00390625,0.0,61.2572,16.3246
36.058,Linux,43.9,36.2,1067.15234375,4100.82421875,1895.2265625,0.00390625,0.0,64.5998,15.4799
37.06,Linux,44.9,35.9,1067.15234375,4132.234375,1895.2265625,0.0078125,0.0,61.1372,16.3567
38.061,Linux,41.9,35.1,1067.15234375,4230.875,1895.2265625,0.00390625,0.0,60.6099,16.4989
39.063,Linux,37.9,35.1,1067.15234375,4332.82421875,1895.21875,0.00390625,0.0,60.1144,16.635
40.064,Linux,41.9,35.1,1067.15234375,4434.734375,1895.21875,0.00390625,0.0,59.4414,16.8233
41.066,Linux,40.9,35.5,1067.15234375,4514.5859375,1895.21875,0.00390625,0.03125,65.8747,15.1803
42.067,Linux,42.9,37.7,1067.15234375,4509.1328125,1900.11328125,0.0078125,0.09765625,58.7664,17.0165
43.068,Linux,44.0,34.7,1067.15234375,4510.62109375,1931.3359375,0.00390625,0.0546875,68.2165,14.6592
44.07,Linux,39.9,25.1,1067.15234375,4569.703125,1955.0078125,0.00390625,0.0,59.2237,16.8851
45.071,Linux,43.9,27.0,1064.4375,4590.578125,2027.4921875,0.00390625,0.0,54.092,18.487
46.073,Linux,45.9,22.8,1064.44140625,4599.23828125,2027.484375,0.00390625,0.0,61.192,16.342
47.074,Linux,46.0,14.1,1066.67578125,4603.34375,2027.390625,0.01171875,0.0,67.8931,14.729
48.075,Linux,86.9,16.1,1064.66796875,4604.50390625,2027.09375,0.26953125,0.5546875,0.660376,1514.29
49.076,Linux,97.9,15.4,1064.71875,4597.8359375,2027.09375,0.0078125,14.2890625,NaN,NaN
50.077,Linux,102.9,15.7,1064.72265625,4599.40625,2027.09375,0.0,2.1015625,0.695385,1438.05
51.079,Linux,88.9,19.3,947.51171875,4414.40234375,2152.30078125,0.0,111.171875,NaN,NaN
52.08,Linux,98.9,18.3,927.67578125,4392.71484375,2190.7734375,0.0,64.71484375,NaN,NaN
53.082,Linux,93.8,21.9,774.70703125,4236.48828125,2376.23046875,0.0,69.83203125,NaN,NaN
54.083,Linux,100.9,18.9,825.44921875,4219.66015625,2469.59375,0.0,61.05078125,NaN,NaN
55.084,Linux,98.9,20.7,855.9921875,4150.48828125,2565.734375,0.0,56.203125,NaN,NaN
56.085,Linux,100.9,18.1,899.53125,4130.9921875,2630.26171875,0.0,64.25,NaN,NaN
57.087,Linux,96.8,18.7,953.375,4089.71484375,2724.9140625,0.0,59.76953125,NaN,NaN
58.089,Linux,100.8,18.8,945.11328125,4036.015625,2815.8203125,0.0,58.671875,0.122577,8158.14
59.09,Linux,99.9,19.3,937.05078125,4066.72265625,2832.7421875,0.0,54.8203125,NaN,NaN
60.091,Linux,97.9,20.8,807.921875,3921.70703125,2985.05859375,0.0,46.703125,NaN,NaN
61.092,Linux,98.9,15.9,835.37109375,3953.5546875,2985.02734375,0.0,54.4375,0.280998,3558.75
62.094,Linux,99.9,18.0,781.84765625,3899.734375,3052.4140625,0.0,50.6875,NaN,NaN
63.095,Linux,94.9,21.3,851.6796875,3874.453125,3209.03515625,0.0,52.62109375,NaN,NaN
64.097,Linux,104.8,19.1,866.67578125,3827.8671875,3274.27734375,0.01953125,6.875,NaN,NaN
65.098,Linux,108.8,16.6,866.67578125,3824.49609375,3274.25,0.0,0.0,NaN,NaN
66.099,Linux,106.9,16.7,866.67578125,3826.9296875,3274.2109375,0.0,0.0,NaN,NaN
67.101,Linux,107.9,16.2,866.6796875,3826.984375,3274.18359375,0.0,0.0,NaN,NaN
