elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input
0.0,Linux,0.0,0.0,120.8984375,1660.7421875,2051.765625,0.0,0.0
1.002,Linux,82.9,19.0,269.86328125,1813.64453125,2051.62890625,0.02734375,9.38671875
2.003,Linux,70.9,9.5,737.75,2266.62109375,2051.62890625,0.0,389.92578125
3.004,Linux,99.9,13.3,843.35546875,2333.09375,2051.62890625,0.0,43.03125
4.006,Linux,100.9,13.4,896.515625,2375.42578125,2051.62890625,0.015625,19.25
5.007,Linux,109.9,20.4,993.5625,2444.859375,2051.625,0.0,0.0
6.008,Linux,116.9,17.1,1055.609375,2494.29296875,2051.62109375,0.015625,0.01171875
7.009,Linux,57.9,11.8,1061.765625,2478.265625,2051.6171875,0.0078125,0.0
8.011,Linux,38.9,9.6,1067.8046875,2482.9296875,2051.6171875,0.00390625,0.0
9.012,Linux,36.0,8.8,1067.8046875,2482.24609375,2051.6171875,0.00390625,0.0
10.014,Linux,46.9,10.0,1080.76171875,2504.48828125,2051.6171875,0.01171875,0.0
11.016,Linux,43.9,11.2,1080.7890625,2504.1875,2051.6171875,0.01171875,0.03125
12.017,Linux,66.9,12.4,1080.7890625,2502.1875,2051.6171875,0.00390625,0.01953125
13.019,Linux,65.9,12.7,1080.8046875,2502.8828125,2051.48046875,0.0078125,0.01953125
14.02,Linux,57.9,12.3,1080.8125,2502.6171875,2051.48046875,0.0078125,0.0
15.021,Linux,37.0,9.4,1080.8125,2502.60546875,2051.48046875,0.00390625,0.0
16.022,Linux,87.9,13.8,1097.984375,2525.7109375,2051.48046875,0.00390625,0.0
17.023,Linux,66.9,13.5,1100.81640625,2545.921875,2051.3828125,0.0078125,0.23828125
18.024,Linux,46.9,11.2,1100.8203125,2545.91796875,2051.3828125,0.0078125,0.0
19.026,Linux,51.9,30.3,1100.87890625,2714.1953125,2051.37890625,0.06640625,2.6640625
20.027,Linux,43.9,38.7,1100.87890625,2864.234375,2051.37890625,0.00390625,0.01171875
21.029,Linux,43.9,39.2,1100.87890625,2926.0859375,2051.37890625,0.00390625,0.0
22.03,Linux,42.0,36.8,1100.87890625,3123.05859375,2051.3828125,0.00390625,0.0
23.032,Linux,53.9,40.7,1100.875,3153.4921875,2051.3828125,0.0078125,0.0
24.033,Linux,45.9,36.9,1100.875,3160.390625,2051.3828125,0.00390625,0.0
25.035,Linux,47.9,44.1,1100.875,3145.37890625,2045.91796875,0.00390625,0.0
26.036,Linux,49.9,46.0,1100.87890625,3155.85546875,2045.765625,0.00390625,0.140625
