elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input
0.0,Linux,0.0,0.0,123.5625,1619.28515625,2039.1875,0.0,0.0
1.002,Linux,84.9,15.6,346.1796875,1873.8203125,2039.0859375,0.015625,74.6953125
2.004,Linux,72.9,9.9,737.9296875,2282.4765625,2039.0859375,0.0,385.3046875
3.005,Linux,94.9,12.7,844.484375,2313.453125,2039.078125,0.0,138.84375
4.006,Linux,82.9,10.9,883.109375,2325.375,2039.078125,0.0,166.85546875
5.007,Linux,104.9,19.8,950.10546875,2391.3125,2039.078125,0.015625,50.7734375
6.008,Linux,106.9,14.6,1040.55078125,2486.31640625,2039.02734375,0.01171875,0.0
7.009,Linux,82.9,21.4,1053.8984375,2479.01171875,2039.02734375,0.015625,0.26953125
8.01,Linux,39.0,20.7,1060.01953125,2482.55078125,2039.02734375,0.00390625,0.0
9.012,Linux,30.9,17.4,1060.046875,2478.59375,2039.0234375,0.015625,0.00390625
10.014,Linux,48.9,10.7,1073.0390625,2487.03515625,2039.0234375,0.0078125,0.0
11.015,Linux,39.9,10.0,1073.0390625,2479.9375,2039.0234375,0.00390625,0.0
12.017,Linux,41.9,10.7,1073.0390625,2479.9375,2039.0234375,0.00390625,0.0
13.019,Linux,37.9,10.4,1073.0390625,2479.9296875,2039.0234375,0.00390625,0.0
14.02,Linux,49.9,11.4,1073.0390625,2480.28515625,2039.0234375,0.0078125,0.02734375
15.021,Linux,67.9,11.5,1073.0390625,2479.6171875,2039.0234375,0.0078125,0.01953125
16.023,Linux,59.9,10.8,1073.0546875,2482.29296875,2039.0234375,0.0078125,0.1015625
17.025,Linux,43.9,11.6,1073.0546875,2480.23046875,2039.00390625,0.00390625,0.0
18.026,Linux,43.9,10.7,1073.06640625,2479.96484375,2039.00390625,0.0078125,0.0
19.028,Linux,53.9,19.6,1075.625,2580.98828125,2039.00390625,0.0703125,0.0
20.029,Linux,43.9,38.7,1075.625,2814.6796875,2039.0,0.00390625,0.0
21.03,Linux,45.0,39.4,1075.625,2820.640625,2039.1015625,0.00390625,0.09375
22.031,Linux,44.0,36.2,1075.625,3034.234375,2039.1015625,0.00390625,0.0234375
23.033,Linux,54.9,39.3,1075.625,3095.9453125,2039.09765625,0.00390625,0.0
