os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948656,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.74948,1334.26,13.3028,3,53,53,200,0,0.860962,0,2.46006,5051484217
1.91613,521.886,20.5248,4,54,54,200,0,0.874161,0,2.6237,5573371839
190.125,5.2597,15.1807,4,54,54,200,0,0.905411,0,2.65877,5578627634
60.928,16.4128,15.1807,4,54,54,200,0,0.905411,0,2.65877,5595041419
49.8708,20.0518,15.1807,4,54,54,200,0,0.905411,0,2.65877,5615093548
21.8286,45.8114,15.1807,4,54,54,200,0,0.905411,0,2.65877,5660906911
134.94,7.41073,15.1807,4,54,54,200,0,0.905411,0,2.65877,5668321098
74.7734,13.3737,15.1807,4,54,54,200,0,0.905411,0,2.65877,5681694661
58.2428,17.1695,15.1807,4,54,54,200,0,0.905411,0,2.65877,5698865157
56.8815,17.5804,15.1807,4,54,54,200,0,0.905411,0,2.65877,5716446383
56.6723,17.6453,15.1807,4,54,54,200,0,0.905411,0,2.65877,5734094420
71.2101,14.0429,15.1807,4,54,54,200,0,0.905411,0,2.65877,5748137193
56.9127,17.5708,15.1807,4,54,54,200,0,0.905411,0,2.65877,5765707770
61.2124,16.3366,15.1807,4,54,54,200,0,0.905411,0,2.65877,5782044885
60.8615,16.4307,15.1807,4,54,54,200,0,0.905411,0,2.65877,5798491681
58.0017,17.2409,15.1807,4,54,54,200,0,0.905411,0,2.65877,5815732787
58.7616,17.0179,15.1807,4,54,54,200,0,0.905411,0,2.65877,5832751733
60.8953,16.4216,15.1807,4,54,54,200,0,0.905411,0,2.65877,5849174368
59.7741,16.7296,15.1807,4,54,54,200,0,0.905411,0,2.65877,5865904284
60.4097,16.5536,15.1807,4,54,54,200,0,0.905411,0,2.65877,5882458540
58.8796,16.9838,15.1807,4,54,54,200,0,0.905411,0,2.65877,5899443556
60.0926,16.641,15.1807,4,54,54,200,0,0.905411,0,2.65877,5916084741
59.5252,16.7996,15.1807,4,54,54,200,0,0.905411,0,2.65877,5932884917
60.7756,16.454,15.1807,4,54,54,200,0,0.905411,0,2.65877,5949339783
59.4148,16.8308,15.1807,4,54,54,200,0,0.905411,0,2.65877,5966170779
58.6959,17.037,15.1807,4,54,54,200,0,0.905411,0,2.65877,5983209025
57.1432,17.4999,15.1807,4,54,54,200,0,0.905411,0,2.65877,6000710451
62.4974,16.0007,15.1807,4,54,54,200,0,0.905411,0,2.65877,6016710996
62.0888,16.106,15.1807,4,54,54,200,0,0.905411,0,2.65877,6032817291
60.2991,16.584,15.1807,4,54,54,200,0,0.905411,0,2.65877,6049401577
58.4949,17.0955,15.1807,4,54,54,200,0,0.905411,0,2.65877,6066497893
56.0424,17.8436,15.1807,4,54,54,200,0,0.905411,0,2.65877,6084348530
62.4543,16.0117,19.8492,45,54,54,200,0,0.933743,0,2.65924,6100354815
60.7658,16.4566,19.8492,45,54,54,200,0,0.933743,0,2.65924,6116812340
57.738,17.3196,19.8492,45,54,54,200,0,0.933743,0,2.65924,6134132827
60.495,16.5303,19.8492,45,54,54,200,0,0.933743,0,2.65924,6150663652
59.9248,16.6876,19.8492,45,54,54,200,0,0.933743,0,2.65924,6167352328
58.5897,17.0678,19.8492,45,54,54,200,0,0.933743,0,2.65924,6184420794
61.1624,16.3499,19.8492,45,54,54,200,0,0.933743,0,2.65924,6200770910
57.2469,17.4682,19.8492,45,54,54,200,0,0.933743,0,2.65924,6218240436
60.829,16.4395,19.8492,45,54,54,200,0,0.933743,0,2.65924,6234680601
60.5607,16.5124,19.8492,45,54,54,200,0,0.933743,0,2.65924,6251193737
60.0731,16.6464,19.8492,45,54,54,200,0,0.933743,0,2.65924,6267840853
