os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948656,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.766473,1304.68,12.8413,3,63,63,200,0,0.759026,0,2.64245,5014580152
2.05799,485.911,19.7507,3,64,64,200,0,0.773014,0,2.78362,5500483850
222.179,4.50088,19.7507,3,64,64,200,0,0.773014,0,2.78362,5504985444
52.728,18.9653,19.7507,3,64,64,200,0,0.773014,0,2.78362,5523955462
63.6204,15.7182,16.1692,11,65,65,200,0,0.809151,0,2.81699,5539671397
37.7906,26.4616,16.1692,11,65,65,200,0,0.809151,0,2.81699,5566133012
162.183,6.16588,16.1692,11,65,65,200,0,0.809151,0,2.81699,5572300817
59.9788,16.6726,16.1692,11,65,65,200,0,0.809151,0,2.81699,5588973693
54.5369,18.3362,16.1692,11,65,65,200,0,0.809151,0,2.81699,5607312600
59.1344,16.9106,16.1692,11,65,65,200,0,0.809151,0,2.81699,5624223106
68.957,14.5018,16.1692,11,65,65,200,0,0.809151,0,2.81699,5638724720
59.9835,16.6713,16.1692,11,65,65,200,0,0.809151,0,2.81699,5655396786
56.88,17.5809,16.1692,11,65,65,200,0,0.809151,0,2.81699,5672979002
59.2548,16.8763,16.1692,11,65,65,200,0,0.809151,0,2.81699,5689856428
63.9166,15.6454,16.1692,11,65,65,200,0,0.809151,0,2.81699,5705503253
57.1785,17.4891,16.1692,11,65,65,200,0,0.809151,0,2.81699,5722991729
60.9702,16.4014,16.1692,11,65,65,200,0,0.809151,0,2.81699,5739393375
58.5419,17.0818,16.1692,11,65,65,200,0,0.809151,0,2.81699,5756477131
60.4129,16.5527,16.1692,11,65,65,200,0,0.809151,0,2.81699,5773030976
60.6543,16.4869,16.1692,11,65,65,200,0,0.809151,0,2.81699,5789517822
59.1921,16.8941,16.1692,11,65,65,200,0,0.809151,0,2.81699,5806414128
55.7621,17.9333,16.1692,11,65,65,200,0,0.809151,0,2.81699,5824347465
61.3412,16.3023,16.1692,11,65,65,200,0,0.809151,0,2.81699,5840651160
58.9604,16.9605,16.1692,11,65,65,200,0,0.809151,0,2.81699,5857611686
61.4882,16.2633,16.1692,11,65,65,200,0,0.809151,0,2.81699,5873875761
56.3366,17.7505,16.1692,11,65,65,200,0,0.809151,0,2.81699,5891647718
62.2356,16.068,16.1692,11,65,65,200,0,0.809151,0,2.81699,5907695643
53.6138,18.6519,16.1692,11,65,65,200,0,0.809151,0,2.81699,5926348131
67.2998,14.8589,16.1692,11,65,65,200,0,0.809151,0,2.81699,5941211445
60.2278,16.6036,16.1692,11,65,65,200,0,0.809151,0,2.81699,5957814550
59.572,16.7864,16.1692,11,65,65,200,0,0.809151,0,2.81699,5974600976
59.5467,16.7935,16.1692,11,65,65,200,0,0.809151,0,2.81699,5991395322
60.1772,16.6176,16.1692,11,65,65,200,0,0.809151,0,2.81699,6008014288
58.9692,16.958,16.1692,11,65,65,200,0,0.809151,0,2.81699,6024978624
58.4762,17.101,17.1717,38,65,65,200,0,0.832596,0,2.82487,6042073550
62.9466,15.8865,17.1717,38,65,65,200,0,0.832596,0,2.82487,6057961215
58.2782,17.1591,17.1717,38,65,65,200,0,0.832596,0,2.82487,6075120611
60.7622,16.4576,17.1717,38,65,65,200,0,0.832596,0,2.82487,6091579606
59.9204,16.6888,17.1717,38,65,65,200,0,0.832596,0,2.82487,6108269212
60.1531,16.6243,17.1717,38,65,65,200,0,0.832596,0,2.82487,6124894168
59.4117,16.8317,17.1717,38,65,65,200,0,0.832596,0,2.82487,6141726394
59.0523,16.9341,17.1717,38,65,65,200,0,0.832596,0,2.82487,6158660990
60.0964,16.6399,17.1717,38,65,65,200,0,0.832596,0,2.82487,6175302065
58.8924,16.9801,17.1717,38,65,65,200,0,0.832596,0,2.82487,6192283471
58.6475,17.051,17.1717,38,65,65,200,0,0.832596,0,2.82487,6209335627
60.293,16.5857,17.1717,38,65,65,200,0,0.832596,0,2.82487,6225921533
60.954,16.4058,17.1717,38,65,65,200,0,0.832596,0,2.82487,6242327798
58.0005,17.2412,17.1717,38,65,65,200,0,0.832596,0,2.82487,6259569795
61.6319,16.2254,17.1717,38,65,65,200,0,0.832596,0,2.82487,6275795890
60.9108,16.4174,17.1717,38,65,65,200,0,0.832596,0,2.82487,6292213835
59.1754,16.8989,17.1717,38,65,65,200,0,0.832596,0,2.82487,6309113601
60.1099,16.6362,17.1717,38,65,65,200,0,0.832596,0,2.82487,6325750597
31.4884,31.7577,17.1717,38,65,65,200,0,0.832596,0,2.82487,6357509047
164.41,6.08235,17.1717,38,65,65,200,0,0.832596,0,2.82487,6363592153
63.1664,15.8312,17.1717,38,65,65,200,0,0.832596,0,2.82487,6379423677
59.3002,16.8633,17.1717,38,65,65,200,0,0.832596,0,2.82487,6396287743
59.7352,16.7405,17.1717,38,65,65,200,0,0.832596,0,2.82487,6413029089
61.3867,16.2902,17.1717,38,65,65,200,0,0.832596,0,2.82487,6429319344
59.0659,16.9302,17.1717,38,65,65,200,0,0.832596,0,2.82487,6446250980
59.3368,16.8529,17.1717,38,65,65,200,0,0.832596,0,2.82487,6463104516
