elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input
0.001,Linux,0.0,100.0,111.44921875,1646.96484375,2114.77734375,0.0,0.0
1.002,Linux,81.9,18.9,234.375,1783.34375,2114.51953125,0.02734375,3.61328125
2.003,Linux,72.9,9.9,631.1015625,2183.546875,2114.50390625,0.0,357.76953125
3.005,Linux,87.9,11.8,842.2109375,2356.41015625,2114.50390625,0.0,227.95703125
4.006,Linux,99.9,13.2,881.61328125,2381.8203125,2114.5,0.0,25.31640625
5.007,Linux,87.9,16.9,918.0703125,2414.84375,2114.48828125,0.015625,189.31640625
6.008,Linux,104.9,15.3,1033.8046875,2529.875,2114.48828125,0.00390625,0.0
7.009,Linux,105.9,16.8,1056.80078125,2533.68359375,2114.48828125,0.015625,2.93359375
8.011,Linux,27.0,8.8,1056.83203125,2525.59375,2114.48828125,0.00390625,0.0
9.013,Linux,43.9,10.3,1062.9375,2528.57421875,2114.48046875,0.00390625,0.0
10.014,Linux,34.9,8.8,1062.96875,2525.18359375,2114.48046875,0.01171875,0.0
11.016,Linux,54.9,12.6,1075.96484375,2542.328125,2114.48046875,0.0078125,0.0
12.018,Linux,47.9,11.1,1075.96484375,2539.7890625,2114.48046875,0.0078125,0.0234375
13.019,Linux,39.0,9.5,1075.96484375,2536.4609375,2114.48046875,0.00390625,0.0
14.02,Linux,38.9,10.0,1075.96484375,2533.828125,2114.48046875,0.00390625,0.0
15.022,Linux,40.9,9.4,1075.96484375,2531.33984375,2114.48046875,0.00390625,0.0
16.023,Linux,68.9,12.5,1075.96484375,2527.6015625,2114.46484375,0.0078125,0.01953125
17.024,Linux,62.9,12.4,1075.98046875,2528.4921875,2114.46484375,0.0078125,0.015625
18.026,Linux,46.9,11.7,1075.984375,2524.75,2114.46484375,0.0078125,0.0
19.028,Linux,53.9,22.7,1078.6171875,2652.7734375,2114.46484375,0.06640625,2.6640625
20.029,Linux,43.9,40.3,1078.6171875,2851.625,2114.46875,0.00390625,0.0
21.031,Linux,42.9,39.8,1078.6171875,2871.91015625,2114.46875,0.00390625,0.0
22.032,Linux,44.9,36.6,1078.6171875,3076.8671875,2114.46484375,0.00390625,0.03125
23.034,Linux,48.9,39.2,1078.6171875,3127.03515625,2114.46484375,0.00390625,0.0
24.036,Linux,45.9,37.5,1078.6171875,3126.02734375,2114.46484375,0.00390625,0.0
25.037,Linux,43.9,44.5,1078.6171875,3133.8515625,2105.03125,0.0078125,0.0078125
26.039,Linux,48.9,44.0,1078.62109375,3128.5,2102.0625,0.00390625,0.0
27.04,Linux,55.9,38.4,1078.62109375,3177.84765625,2102.0625,0.00390625,0.03125
28.042,Linux,51.9,39.1,1078.62109375,3246.16015625,2102.0625,0.00390625,0.015625
29.044,Linux,53.9,39.2,1078.625,3310.2578125,2102.0625,0.00390625,0.0
30.047,Linux,48.8,36.7,1078.625,3376.2421875,2102.0625,0.00390625,0.0
31.049,Linux,44.9,37.0,1078.625,3464.765625,2102.0625,0.0078125,0.03125
32.051,Linux,51.9,38.6,1078.625,3560.7265625,2102.0625,0.00390625,0.015625
33.052,Linux,48.9,38.7,1078.62890625,3607.78125,2102.0625,0.00390625,0.046875
34.055,Linux,52.9,38.6,1078.62890625,3684.8984375,2102.0625,0.00390625,0.0
35.056,Linux,52.9,38.1,1078.62890625,3711.78125,2102.0625,0.00390625,0.0
36.058,Linux,50.9,37.9,1078.62890625,3753.23046875,2102.0625,0.00390625,0.03125
37.06,Linux,57.9,38.0,1078.62890625,3795.015625,2102.0625,0.0078125,0.0625
38.062,Linux,48.9,37.4,1078.62890625,3834.91796875,2102.0625,0.00390625,0.078125
39.064,Linux,49.9,36.1,1078.62890625,4034.33203125,2102.0625,0.00390625,0.0
40.065,Linux,45.9,36.4,1078.62890625,4065.7109375,2102.0625,0.00390625,0.0546875
41.067,Linux,44.9,36.0,1078.62890625,4159.06640625,2102.0625,0.00390625,0.0
42.069,Linux,45.9,35.8,1078.62890625,4260.71875,2102.0625,0.00390625,0.0
43.071,Linux,45.9,36.2,1078.62890625,4356.9453125,2102.0625,0.00390625,0.0
44.072,Linux,42.9,37.3,1078.62890625,4459.0546875,2102.0625,0.00390625,0.0
45.074,Linux,44.9,35.8,1078.62890625,4480.79296875,2102.0625,0.0078125,0.02734375
46.075,Linux,40.9,34.6,1078.62890625,4466.42578125,2119.7421875,0.00390625,0.0
