os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948656,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.784537,1274.64,12.9068,4,60,60,200,0,0.806545,0,2.43961,4924394407
2.10289,475.537,19.3327,3,61,61,200,0,0.818279,0,2.60591,5399928735
285.435,3.50342,19.3327,3,61,61,200,0,0.818279,0,2.60591,5403435359
55.9457,17.8745,19.3327,3,61,61,200,0,0.818279,0,2.60591,5421309745
59.8388,16.7116,19.3327,3,61,61,200,0,0.818279,0,2.60591,5438025591
28.0991,35.5884,16.2162,14,62,62,200,0,0.857349,0,2.63226,5473610695
129.327,7.73237,16.2162,14,62,62,200,0,0.857349,0,2.63226,5481343692
72.3375,13.8241,16.2162,14,62,62,200,0,0.857349,0,2.63226,5495168445
53.3396,18.7478,16.2162,14,62,62,200,0,0.857349,0,2.63226,5513919843
72.4868,13.7956,16.2162,14,62,62,200,0,0.857349,0,2.63226,5527714866
60.3673,16.5653,16.2162,14,62,62,200,0,0.857349,0,2.63226,5544280281
60.9069,16.4185,16.2162,14,62,62,200,0,0.857349,0,2.63226,5560698927
57.7959,17.3023,16.2162,14,62,62,200,0,0.857349,0,2.63226,5578002303
59.3162,16.8588,16.2162,14,62,62,200,0,0.857349,0,2.63226,5594861529
58.9261,16.9704,16.2162,14,62,62,200,0,0.857349,0,2.63226,5611832685
59.4567,16.819,16.2162,14,62,62,200,0,0.857349,0,2.63226,5628652311
61.9051,16.1538,16.2162,14,62,62,200,0,0.857349,0,2.63226,5644806786
59.6968,16.7513,16.2162,14,62,62,200,0,0.857349,0,2.63226,5661559102
59.3497,16.8493,16.2162,14,62,62,200,0,0.857349,0,2.63226,5678409198
60.0617,16.6496,16.2162,14,62,62,200,0,0.857349,0,2.63226,5695059203
58.5316,17.0848,16.2162,14,62,62,200,0,0.857349,0,2.63226,5712144829
58.7653,17.0169,16.2162,14,62,62,200,0,0.857349,0,2.63226,5729162125
61.6894,16.2102,16.2162,14,62,62,200,0,0.857349,0,2.63226,5745372971
60.2641,16.5936,16.2162,14,62,62,200,0,0.857349,0,2.63226,5761966826
57.6367,17.35,16.2162,14,62,62,200,0,0.857349,0,2.63226,5779318943
58.9332,16.9684,16.2162,14,62,62,200,0,0.857349,0,2.63226,5796287309
64.5256,15.4977,16.2162,14,62,62,200,0,0.857349,0,2.63226,5811785133
53.2298,18.7865,16.2162,14,62,62,200,0,0.857349,0,2.63226,5830573241
60.1775,16.6175,16.2162,14,62,62,200,0,0.857349,0,2.63226,5847191637
64.2941,15.5535,16.2162,14,62,62,200,0,0.857349,0,2.63226,5862745741
60.3255,16.5767,16.2162,14,62,62,200,0,0.857349,0,2.63226,5879322437
58.4902,17.0969,16.2162,14,62,62,200,0,0.857349,0,2.63226,5896420143
59.7162,16.7459,16.2162,14,62,62,200,0,0.857349,0,2.63226,5913166559
60.2809,16.589,16.2162,14,62,62,200,0,0.857349,0,2.63226,5929756044
57.9426,17.2584,16.2162,14,62,62,200,0,0.857349,0,2.63226,5947023071
62.1205,16.0977,18.1592,38,61,61,200,0,0.875908,0,2.63731,5963113846
59.8267,16.7149,18.1592,38,61,61,200,0,0.875908,0,2.63731,5979829231
59.1763,16.8986,18.1592,38,61,61,200,0,0.875908,0,2.63731,5996728637
56.5944,17.6696,18.1592,38,61,61,200,0,0.875908,0,2.63731,6014399744
33.2978,30.032,18.1592,38,61,61,200,0,0.875908,0,2.63731,6044432992
199.488,5.01283,18.1592,38,61,61,200,0,0.875908,0,2.63731,6049445857
61.8244,16.1749,18.1592,38,61,61,200,0,0.875908,0,2.63731,6065621332
60.5158,16.5246,18.1592,38,61,61,200,0,0.875908,0,2.63731,6082146548
59.4496,16.821,18.1592,38,61,61,200,0,0.875908,0,2.63731,6098968414
60.2839,16.5882,18.1592,38,61,61,200,0,0.875908,0,2.63731,6115557759
59.5458,16.7938,18.1592,38,61,61,200,0,0.875908,0,2.63731,6132351855
60.0944,16.6405,18.1592,38,61,61,200,0,0.875908,0,2.63731,6148993131
57.517,17.3862,18.1592,38,61,61,200,0,0.875908,0,2.63731,6166379647
61.5755,16.2402,18.1592,38,61,61,200,0,0.875908,0,2.63731,6182620832
60.1098,16.6362,18.1592,38,61,61,200,0,0.875908,0,2.63731,6199257888
59.7407,16.739,18.1592,38,61,61,200,0,0.875908,0,2.63731,6215997504
58.6221,17.0584,18.1592,38,61,61,200,0,0.875908,0,2.63731,6233056540
60.2406,16.6001,18.1592,38,61,61,200,0,0.875908,0,2.63731,6249657286
58.6362,17.0543,18.1592,38,61,61,200,0,0.875908,0,2.63731,6266712382
61.4676,16.2687,18.1592,38,61,61,200,0,0.875908,0,2.63731,6282981867
59.599,16.7788,18.1592,38,61,61,200,0,0.875908,0,2.63731,6299761253
59.5257,16.7995,18.1592,38,61,61,200,0,0.875908,0,2.63731,6316561449
58.9955,16.9505,18.1592,38,61,61,200,0,0.875908,0,2.63731,6333512814
60.2014,16.6109,18.1592,38,61,61,200,0,0.875908,0,2.63731,6350124110
59.1326,16.9111,18.1592,38,61,61,200,0,0.875908,0,2.63731,6367035986
60.0481,16.6533,18.1592,38,61,61,200,0,0.875908,0,2.63731,6383690452
60.0045,16.6654,18.1592,38,61,61,200,0,0.875908,0,2.63731,6400356697
59.5832,16.7832,18.1592,38,61,61,200,0,0.875908,0,2.63731,6417140433
60.4165,16.5518,18.1592,38,61,61,200,0,0.875908,0,2.63731,6433693089
62.4888,16.0029,18.1592,38,61,61,200,0,0.875908,0,2.63731,6449700574
55.5099,18.0148,9.72569,33,60,60,200,0,0.872002,0,2.62429,6467712031
61.3518,16.2994,9.72569,33,60,60,200,0,0.872002,0,2.62429,6484012136
59.2888,16.8666,9.72569,33,60,60,200,0,0.872002,0,2.62429,6500879582
59.9306,16.686,9.72569,33,60,60,200,0,0.872002,0,2.62429,6517566408
