os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948656,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.774073,1291.87,13.9167,4,59,59,200,0,0.821064,0,2.4232,4474019673
2.09715,476.838,19.0707,4,60,60,200,0,0.836704,0,2.56374,4950854112
242.575,4.12244,19.0707,4,60,60,200,0,0.836704,0,2.56374,4954977896
61.8122,16.178,19.0707,4,60,60,200,0,0.836704,0,2.56374,4971155871
59.7313,16.7417,19.0707,4,60,60,200,0,0.836704,0,2.56374,4987902077
21.6577,46.173,16.4619,17,61,61,200,0,0.867954,0,2.58073,5034071781
169.189,5.91056,16.4619,17,61,61,200,0,0.867954,0,2.58073,5039983416
60.44,16.5453,16.4619,17,61,61,200,0,0.867954,0,2.58073,5056531112
51.0508,19.5883,16.4619,17,61,61,200,0,0.867954,0,2.58073,5076119460
70.9348,14.0975,16.4619,17,61,61,200,0,0.867954,0,2.58073,5090219843
67.7292,14.7647,16.4619,17,61,61,200,0,0.867954,0,2.58073,5104983597
59.3838,16.8396,16.4619,17,61,61,200,0,0.867954,0,2.58073,5121823393
55.6607,17.966,16.4619,17,61,61,200,0,0.867954,0,2.58073,5139789860
64.4606,15.5133,16.4619,17,61,61,200,0,0.867954,0,2.58073,5155303655
58.9877,16.9527,16.4619,17,61,61,200,0,0.867954,0,2.58073,5172257201
61.9063,16.1534,16.4619,17,61,61,200,0,0.867954,0,2.58073,5188411296
58.3066,17.1507,16.4619,17,61,61,200,0,0.867954,0,2.58073,5205562472
60.1702,16.6195,16.4619,17,61,61,200,0,0.867954,0,2.58073,5222182628
59.265,16.8734,16.4619,17,61,61,200,0,0.867954,0,2.58073,5239056404
59.9148,16.6904,16.4619,17,61,61,200,0,0.867954,0,2.58073,5255747289
57.7336,17.3209,16.4619,17,61,61,200,0,0.867954,0,2.58073,5273068516
60.0522,16.6522,16.4619,17,61,61,200,0,0.867954,0,2.58073,5289721631
60.4628,16.5391,16.4619,17,61,61,200,0,0.867954,0,2.58073,5306261277
59.0849,16.9248,16.4619,17,61,61,200,0,0.867954,0,2.58073,5323187023
60.7532,16.46,16.4619,17,61,61,200,0,0.867954,0,2.58073,5339647338
59.3445,16.8508,16.4619,17,61,61,200,0,0.867954,0,2.58073,5356498504
58.1113,17.2084,16.4619,17,61,61,200,0,0.867954,0,2.58073,5373706860
61.2892,16.3161,16.4619,17,61,61,200,0,0.867954,0,2.58073,5390023996
60.9423,16.409,16.4619,17,61,61,200,0,0.867954,0,2.58073,5406433391
60.0215,16.6607,16.4619,17,61,61,200,0,0.867954,0,2.58073,5423094857
58.3345,17.1425,16.4619,17,61,61,200,0,0.867954,0,2.58073,5440237953
60.8481,16.4344,16.4619,17,61,61,200,0,0.867954,0,2.58073,5456672829
59.6601,16.7616,16.4619,17,61,61,200,0,0.867954,0,2.58073,5473434934
56.6153,17.6631,16.4619,17,61,61,200,0,0.867954,0,2.58073,5491109831
63.8611,15.659,19.1436,39,60,60,200,0,0.898239,0,2.58856,5506758116
58.8852,16.9822,19.1436,39,60,60,200,0,0.898239,0,2.58856,5523740952
59.9619,16.6772,19.1436,39,60,60,200,0,0.898239,0,2.58856,5540418867
59.8241,16.7157,19.1436,39,60,60,200,0,0.898239,0,2.58856,5557134983
59.0065,16.9473,19.1436,39,60,60,200,0,0.898239,0,2.58856,5574082779
