elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input
0.0,Linux,0.0,0.0,122.1015625,1643.8203125,1958.3984375,0.0,0.0
1.001,Linux,81.9,18.0,278.19140625,1805.25,1957.94921875,0.02734375,28.359375
2.002,Linux,71.9,9.3,737.83984375,2265.1171875,1957.94921875,0.0,393.22265625
3.004,Linux,91.9,12.5,842.33984375,2380.34375,1957.94921875,0.0,171.95703125
4.006,Linux,89.9,12.0,883.03125,2356.8359375,1957.94921875,0.0,108.66796875
5.007,Linux,99.9,19.7,932.43359375,2349.0625,1958.94921875,0.015625,110.94921875
6.008,Linux,104.9,15.8,1037.98046875,2454.58984375,1958.87890625,0.00390625,0.0
7.009,Linux,95.9,15.6,1061.91796875,2485.7890625,1958.875,0.015625,2.93359375
8.01,Linux,36.9,8.9,1068.06640625,2480.56640625,1958.87109375,0.00390625,0.0
9.012,Linux,37.9,9.4,1068.09375,2480.96484375,1958.86328125,0.00390625,0.0
10.013,Linux,51.9,10.9,1081.08203125,2500.60546875,1958.86328125,0.00390625,0.0
11.015,Linux,43.9,10.1,1081.08203125,2500.59765625,1958.86328125,0.00390625,0.0
12.016,Linux,51.9,10.8,1081.08203125,2501.00390625,1958.86328125,0.01171875,0.02734375
13.018,Linux,36.9,9.9,1081.08203125,2501.21484375,1958.86328125,0.00390625,0.0
14.019,Linux,86.9,13.6,1081.08203125,2502.03515625,1958.58203125,0.0078125,0.03125
15.021,Linux,46.9,11.6,1081.09765625,2506.03125,1958.578125,0.00390625,0.0
16.023,Linux,46.9,11.9,1081.09765625,2505.32421875,1958.57421875,0.00390625,0.0
17.024,Linux,45.9,11.2,1081.109375,2504.8515625,1958.57421875,0.0078125,0.0
18.025,Linux,51.9,27.3,1082.54296875,2702.6875,1958.5703125,0.0703125,2.6640625
19.026,Linux,45.0,39.2,1082.54296875,2874.13671875,1961.578125,0.00390625,0.0
20.027,Linux,41.0,36.7,1082.54296875,2931.65234375,1962.8046875,0.00390625,0.0
21.028,Linux,42.9,36.4,1082.54296875,3116.53515625,1965.125,0.00390625,0.03125
22.03,Linux,50.9,40.2,1082.54296875,3159.1796875,1966.57421875,0.00390625,0.0
23.032,Linux,43.9,34.0,1082.54296875,3165.875,1966.57421875,0.00390625,0.0
24.033,Linux,45.9,35.4,1082.54296875,3163.328125,1966.546875,0.00390625,0.0
25.035,Linux,45.9,36.3,1082.54296875,3169.56640625,1966.546875,0.00390625,0.0
26.036,Linux,52.0,48.5,1082.546875,3217.578125,1958.0234375,0.00390625,0.0
27.037,Linux,53.9,46.6,1082.546875,3257.98828125,1958.0390625,0.00390625,0.0
28.038,Linux,47.9,36.6,1082.546875,3300.22265625,1960.7421875,0.00390625,0.0
29.04,Linux,50.9,37.1,1082.55078125,3394.375,1964.421875,0.00390625,0.0
30.042,Linux,50.9,36.6,1082.55078125,3459.109375,1966.171875,0.00390625,0.0
31.043,Linux,49.9,37.8,1082.55078125,3540.0078125,1971.62109375,0.00390625,0.0
32.045,Linux,53.9,38.0,1082.55078125,3605.75,1973.828125,0.00390625,0.0
33.046,Linux,46.9,37.3,1082.55078125,3698.6484375,1973.828125,0.00390625,0.0
34.048,Linux,49.9,38.0,1082.5546875,3720.30859375,1973.828125,0.00390625,0.03125
35.05,Linux,50.9,36.7,1082.5546875,3759.84375,1973.828125,0.00390625,0.109375
36.052,Linux,47.9,36.2,1082.5546875,3827.79296875,1973.828125,0.00390625,0.0
37.053,Linux,54.9,36.9,1082.5546875,3842.54296875,1973.828125,0.00390625,0.0
38.055,Linux,48.9,36.3,1082.5546875,4006.40625,1973.828125,0.00390625,0.1171875
39.056,Linux,44.0,35.9,1082.5546875,4091.75,1973.828125,0.0078125,0.0
40.057,Linux,37.9,35.1,1082.5546875,4164.8671875,1973.828125,0.0078125,0.0
41.058,Linux,40.0,35.5,1082.5546875,4258.984375,1973.828125,0.00390625,0.0
42.059,Linux,39.9,35.1,1082.5546875,4352.16015625,1973.828125,0.00390625,0.0
43.061,Linux,38.9,34.7,1082.5546875,4448.046875,1973.828125,0.00390625,0.0
44.063,Linux,41.9,35.5,1082.5546875,4499.8125,1973.828125,0.0078125,0.00390625
45.065,Linux,43.9,36.1,1082.5546875,4510.625,1973.828125,0.00390625,0.0
46.066,Linux,40.9,26.0,1082.5546875,4608.16796875,1973.828125,0.00390625,0.0
47.068,Linux,41.9,26.4,1082.5546875,4658.984375,1980.3359375,0.00390625,0.0
48.069,Linux,48.9,26.8,1082.5546875,4654.984375,2015.19921875,0.00390625,0.0
49.071,Linux,44.9,15.7,1082.5546875,4654.984375,2015.1953125,0.00390625,0.0
50.072,Linux,58.9,15.0,1084.34765625,4657.20703125,2015.08984375,0.28125,0.4453125
51.074,Linux,99.8,15.7,1081.21875,4653.72265625,2015.08984375,0.00390625,2.51171875
52.075,Linux,100.9,16.1,1081.21875,4650.87109375,2015.078125,0.0078125,13.1484375
53.077,Linux,96.8,17.3,1076.3125,4573.8828125,2080.375,0.0,79.09375
54.079,Linux,97.9,19.7,988.359375,4487.28125,2175.39453125,0.0,59.78515625
55.08,Linux,94.9,21.2,895.21875,4393.46875,2297.21484375,0.0,88.41015625
56.082,Linux,93.9,21.0,734.35546875,4232.96484375,2476.92578125,0.0,49.96875
57.083,Linux,91.9,22.0,752.515625,4142.73046875,2651.86328125,0.0,54.5234375
58.085,Linux,100.8,20.5,777.7109375,4058.7265625,2737.015625,0.0,58.77734375
59.087,Linux,98.8,20.9,837.9140625,3949.8828125,2897.44921875,0.0,57.296875
60.088,Linux,98.8,19.6,876.40625,3865.5390625,3022.453125,0.0,56.79296875
61.09,Linux,101.9,17.9,912.0625,3868.3671875,3070.51953125,0.0,58.953125
62.091,Linux,99.8,16.0,923.34765625,3877.05078125,3070.29296875,0.00390625,52.27734375
63.093,Linux,99.9,17.8,951.19921875,3913.421875,3070.19921875,0.0,51.625
64.095,Linux,99.8,15.9,972.7109375,3933.38671875,3070.01953125,0.0,55.5546875
65.096,Linux,98.8,17.2,1023.578125,3995.078125,3105.81640625,0.00390625,57.0546875
66.097,Linux,99.9,18.4,998.07421875,3974.5625,3172.98046875,0.015625,28.35546875
67.099,Linux,106.9,16.6,998.07421875,3975.19921875,3172.98046875,0.0,0.0
68.1,Linux,107.9,17.3,964.33984375,3948.93359375,3206.2890625,0.0,0.0
69.101,Linux,107.9,16.5,964.33984375,3948.93359375,3206.28515625,0.0,0.0
70.101,Linux,106.9,17.7,943.171875,3917.4375,3238.5859375,0.0,0.140625
71.103,Linux,107.9,16.7,943.171875,3920.828125,3238.5859375,0.0,0.0
72.104,Linux,106.9,16.5,943.171875,3921.01953125,3238.578125,0.0,0.0
73.105,Linux,107.8,16.4,943.171875,3921.8125,3238.5625,0.0,0.0
74.107,Linux,106.9,16.5,943.296875,3922.44140625,3238.41796875,0.0,0.14453125
75.108,Linux,106.8,16.1,943.296875,3922.55078125,3238.41015625,0.0,0.0
76.11,Linux,107.9,16.2,943.296875,3922.76953125,3238.41015625,0.0,0.0
77.111,Linux,106.9,16.3,943.296875,3923.20703125,3238.41015625,0.0,0.0
78.112,Linux,106.9,16.5,943.296875,3923.25,3238.41015625,0.0,0.0
79.114,Linux,106.8,16.8,943.3828125,3931.75390625,3238.31640625,0.0,0.1796875
80.115,Linux,107.9,16.6,943.3828125,3931.234375,3238.30078125,0.0,0.0
81.117,Linux,107.9,17.7,943.3828125,3930.88671875,3238.296875,0.0,0.0
82.118,Linux,106.9,17.3,943.3828125,3930.0,3238.26171875,0.0,0.0
83.119,Linux,106.9,17.9,943.3828125,3929.19140625,3238.23046875,0.0,0.0
84.121,Linux,107.8,16.9,943.3828125,3928.37109375,3238.23046875,0.0,0.0
85.122,Linux,114.8,24.2,963.08203125,3963.3046875,3235.91796875,0.00390625,12.68359375
86.124,Linux,136.8,35.3,939.1640625,3922.0234375,3268.2890625,0.00390625,16.27734375
87.126,Linux,84.8,22.2,939.43359375,3929.76171875,3268.05078125,0.00390625,0.31640625
88.128,Linux,85.8,20.9,939.48828125,3931.67578125,3267.9609375,0.00390625,0.16015625
89.13,Linux,82.9,21.5,939.5546875,3934.44921875,3267.875,0.00390625,0.25
90.131,Linux,81.9,20.0,939.5625,3934.41015625,3267.8359375,0.0078125,0.0078125
91.133,Linux,83.9,20.1,939.75390625,3935.2890625,3267.7734375,0.00390625,0.6875
92.134,Linux,85.9,19.9,939.75390625,3935.05078125,3267.7421875,0.0078125,0.046875
93.136,Linux,77.9,19.3,939.7578125,3934.6953125,3267.72265625,0.00390625,0.015625
94.137,Linux,82.9,19.6,939.7578125,3934.93359375,3267.6875,0.00390625,0.09375
95.139,Linux,85.9,21.1,939.76171875,3934.66015625,3267.55859375,0.00390625,0.00390625
96.141,Linux,84.8,21.0,939.76171875,3935.05078125,3267.484375,0.00390625,0.0625
97.142,Linux,85.8,21.0,939.7734375,3940.01953125,3267.47265625,0.00390625,0.15234375
98.144,Linux,92.8,22.3,939.83203125,3940.015625,3267.421875,0.00390625,0.0625
99.146,Linux,88.8,23.1,940.09375,3940.1953125,3267.34765625,0.0078125,0.5
100.148,Linux,100.8,26.5,946.4296875,3947.58203125,3261.1015625,0.00390625,7.26953125
101.149,Linux,89.8,23.8,946.640625,3948.1796875,3260.99609375,0.00390625,0.515625
102.152,Linux,84.8,22.7,946.73828125,3947.8203125,3260.94140625,0.00390625,0.47265625
103.154,Linux,86.8,23.1,946.73828125,3947.78125,3260.9375,0.00390625,0.0
104.156,Linux,90.8,22.8,949.6484375,3949.44140625,3258.6328125,0.00390625,2.875
105.158,Linux,85.8,21.7,949.65625,3949.59375,3258.625,0.00390625,0.0078125
106.159,Linux,91.9,21.5,949.65625,3949.59375,3258.625,0.00390625,0.125
107.161,Linux,88.8,21.9,949.66015625,3949.58984375,3258.62109375,0.0078125,0.0078125
108.164,Linux,79.8,20.8,949.7421875,3949.51953125,3258.59375,0.00390625,0.5625
109.165,Linux,89.9,23.0,949.74609375,3949.51953125,3258.58984375,0.00390625,0.00390625
110.167,Linux,87.9,23.5,949.8046875,3949.44140625,3258.56640625,0.00390625,0.04296875
111.168,Linux,81.9,21.9,949.8046875,3949.42578125,3258.56640625,0.00390625,0.0
112.17,Linux,84.8,21.6,949.9296875,3949.23046875,3258.55859375,0.00390625,0.2265625
113.172,Linux,88.9,22.0,949.93359375,3949.1875,3258.5546875,0.00390625,0.00390625
114.173,Linux,87.9,21.9,949.98828125,3949.27734375,3258.5390625,0.00390625,0.15234375
115.175,Linux,92.9,22.5,951.78125,3950.9765625,3258.51171875,0.00390625,0.64453125
116.177,Linux,85.8,21.6,951.78125,3950.984375,3258.51171875,0.00390625,0.0
117.178,Linux,90.9,21.4,951.78125,3950.984375,3258.51171875,0.00390625,0.0
118.179,Linux,93.9,23.0,953.0625,3951.55078125,3258.50390625,0.00390625,0.015625
119.181,Linux,91.8,22.6,953.0625,3951.90234375,3258.50390625,0.00390625,0.125
120.183,Linux,87.8,22.4,953.0625,3951.95703125,3258.50390625,0.00390625,0.0
121.185,Linux,89.8,22.9,953.07421875,3949.9453125,3258.4921875,0.00390625,0.0
122.186,Linux,83.9,20.9,954.36328125,3951.66015625,3258.48828125,0.0078125,0.0
123.188,Linux,86.8,21.6,954.53515625,3951.91796875,3258.48046875,0.0078125,0.2109375
124.19,Linux,85.9,21.5,954.53515625,3952.16015625,3258.2421875,0.00390625,0.0
125.192,Linux,88.8,21.9,954.546875,3952.15625,3258.2265625,0.00390625,0.00390625
126.193,Linux,85.9,21.0,954.546875,3952.15234375,3258.2265625,0.00390625,0.0
127.195,Linux,82.9,20.4,954.546875,3952.35546875,3258.2265625,0.00390625,0.03125
128.196,Linux,89.9,21.7,954.546875,3952.3515625,3258.2265625,0.00390625,0.0625
