elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input,fps,frametime
0.0020000000000000018,Linux,79.9,21.1,236.0546875,2120.69140625,2038.01953125,0.02734375,3.73046875,NaN,NaN
1.0030000000000001,Linux,74.9,17.7,613.046875,2556.97265625,2038.0078125,0.0,354.1171875,NaN,NaN
2.005,Linux,88.9,23.4,840.91015625,2587.24609375,2059.8671875,0.0,236.69140625,NaN,NaN
3.0060000000000002,Linux,100.9,19.7,880.44140625,2644.015625,2059.8515625,0.0,26.359375,NaN,NaN
4.007,Linux,82.9,13.8,916.0078125,2626.64453125,2060.1796875,0.015625,205.2734375,NaN,NaN
5.009,Linux,103.8,22.3,1013.5234375,2725.453125,2060.328125,0.0,1.015625,0.729612,1370.59
6.01,Linux,108.9,43.6,1050.84375,2537.6171875,1819.03125,0.015625,22.0703125,23.4803,42.5889
7.010999999999999,Linux,66.9,15.2,1056.94921875,2544.41796875,1819.03125,0.0078125,5.23828125,61.5383,16.2501
8.013,Linux,49.9,11.1,1076.02734375,2564.61328125,1819.02734375,0.00390625,0.00390625,62.1902,16.0797
9.014,Linux,40.9,10.4,1076.02734375,2559.3125,1819.02734375,0.00390625,0.0,59.5969,16.7794
10.016,Linux,38.9,9.3,1076.02734375,2556.078125,1819.02734375,0.00390625,0.0,59.786,16.7263
11.018,Linux,42.9,10.9,1076.02734375,2553.7734375,1819.02734375,0.00390625,0.0,61.2656,16.3224
12.02,Linux,39.9,9.8,1076.02734375,2552.4921875,1819.02734375,0.00390625,0.0,63.104,15.8469
13.021,Linux,50.9,11.5,1076.02734375,2549.6953125,1819.02734375,0.01171875,0.203125,44.6469,22.398
14.023,Linux,36.9,9.5,1076.02734375,2546.5859375,1819.02734375,0.00390625,0.0,60.1474,16.6258
15.024000000000001,Linux,59.9,12.1,1076.02734375,2543.3046875,1818.9609375,0.00390625,0.03125,60.1358,16.629
16.026,Linux,66.9,11.6,1076.04296875,2545.90625,1818.94921875,0.00390625,0.0625,61.4593,16.2709
17.027,Linux,45.9,11.9,1076.046875,2544.6953125,1818.94921875,0.0078125,0.03125,59.8277,16.7147
