elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input,fps,frametime
0.0020000000000000018,Linux,84.9,15.6,346.1796875,1873.8203125,2039.0859375,0.015625,74.6953125,NaN,NaN
1.004,Linux,72.9,9.9,737.9296875,2282.4765625,2039.0859375,0.0,385.3046875,NaN,NaN
2.005,Linux,94.9,12.7,844.484375,2313.453125,2039.078125,0.0,138.84375,NaN,NaN
3.0060000000000002,Linux,82.9,10.9,883.109375,2325.375,2039.078125,0.0,166.85546875,NaN,NaN
4.007,Linux,104.9,19.8,950.10546875,2391.3125,2039.078125,0.015625,50.7734375,NaN,NaN
5.008,Linux,106.9,14.6,1040.55078125,2486.31640625,2039.02734375,0.01171875,0.0,0.763388,1309.95
6.009,Linux,82.9,21.4,1053.8984375,2479.01171875,2039.02734375,0.015625,0.26953125,59.6225,16.7722
7.01,Linux,39.0,20.7,1060.01953125,2482.55078125,2039.02734375,0.00390625,0.0,60.8056,16.4458
8.012,Linux,30.9,17.4,1060.046875,2478.59375,2039.0234375,0.015625,0.00390625,62.4287,16.0183
9.014,Linux,48.9,10.7,1073.0390625,2487.03515625,2039.0234375,0.0078125,0.0,56.8402,17.5932
10.015,Linux,39.9,10.0,1073.0390625,2479.9375,2039.0234375,0.00390625,0.0,57.1238,17.5058
11.017,Linux,41.9,10.7,1073.0390625,2479.9375,2039.0234375,0.00390625,0.0,65.2911,15.316
12.019,Linux,37.9,10.4,1073.0390625,2479.9296875,2039.0234375,0.00390625,0.0,63.5471,15.7364
13.02,Linux,49.9,11.4,1073.0390625,2480.28515625,2039.0234375,0.0078125,0.02734375,56.8562,17.5882
14.021,Linux,67.9,11.5,1073.0390625,2479.6171875,2039.0234375,0.0078125,0.01953125,59.4759,16.8135
15.023,Linux,59.9,10.8,1073.0546875,2482.29296875,2039.0234375,0.0078125,0.1015625,64.2296,15.5691
16.025,Linux,43.9,11.6,1073.0546875,2480.23046875,2039.00390625,0.00390625,0.0,55.7649,17.9324
17.026,Linux,43.9,10.7,1073.06640625,2479.96484375,2039.00390625,0.0078125,0.0,58.8151,17.0024
18.028,Linux,53.9,19.6,1075.625,2580.98828125,2039.00390625,0.0703125,0.0,61.5375,16.2503
19.029,Linux,43.9,38.7,1075.625,2814.6796875,2039.0,0.00390625,0.0,60.0817,16.644
20.03,Linux,45.0,39.4,1075.625,2820.640625,2039.1015625,0.00390625,0.09375,57.7244,17.3237
21.031,Linux,44.0,36.2,1075.625,3034.234375,2039.1015625,0.00390625,0.0234375,60.6582,16.4858
22.033,Linux,54.9,39.3,1075.625,3095.9453125,2039.09765625,0.00390625,0.0,59.0616,16.9315
23.034,Linux,45.9,36.8,1075.625,3100.85546875,2039.09765625,0.00390625,0.0,56.8121,17.6019
24.035,Linux,45.9,34.8,1075.625,3108.08203125,2039.09765625,0.00390625,0.0,60.3614,16.5669
25.039,Linux,44.8,46.0,1075.62890625,3134.8828125,2027.33984375,0.00390625,0.0,59.7324,16.7413
26.041,Linux,49.9,45.7,1075.62890625,3160.6640625,2026.8046875,0.00390625,0.0,69.5156,14.3853
27.042,Linux,46.0,37.1,1075.62890625,3213.14453125,2026.8046875,0.00390625,0.0,59.7454,16.7377
28.044,Linux,47.9,38.0,1075.62890625,3233.62890625,2026.5078125,0.00390625,0.0,60.595,16.503
29.046,Linux,48.9,37.5,1075.62890625,3313.51171875,2026.4609375,0.00390625,0.0,59.6921,16.7526
30.048,Linux,48.9,36.6,1075.62890625,3396.671875,2026.4609375,0.00390625,0.03125,55.4339,18.0395
31.049999999999997,Linux,47.9,37.2,1075.62890625,3483.09765625,2026.40625,0.00390625,0.03125,59.621,16.7726
32.051,Linux,46.9,37.4,1075.62890625,3575.98828125,2026.40625,0.00390625,0.0,56.3706,17.7397
33.054,Linux,48.9,37.3,1075.62890625,3640.15625,2026.40625,0.00390625,0.0,57.5915,17.3637
34.056,Linux,50.9,36.7,1075.62890625,3684.55859375,2026.40625,0.00390625,0.0,62.3042,16.0503
35.057,Linux,50.9,37.4,1075.62890625,3742.82421875,2026.40625,0.00390625,0.0,62.1798,16.0824
36.059,Linux,51.9,38.7,1075.62890625,3800.23046875,2026.3515625,0.00390625,0.0,58.2076,17.1799
37.061,Linux,53.9,38.0,1075.62890625,3828.82421875,2026.3515625,0.00390625,0.0,61.9193,16.15
38.062,Linux,46.9,36.6,1075.62890625,4019.28515625,2026.3515625,0.0078125,0.03125,63.6347,15.7147
39.064,Linux,41.9,35.3,1075.62890625,4080.4609375,2026.3515625,0.0078125,0.0,54.2031,18.4491
40.066,Linux,41.9,35.9,1075.62890625,4169.75,2026.3515625,0.00390625,0.0,58.9249,16.9708
41.067,Linux,41.9,35.0,1075.62890625,4271.0625,2026.3515625,0.00390625,0.0,59.3757,16.8419
42.069,Linux,39.9,34.8,1075.62890625,4357.875,2026.3515625,0.00390625,0.0,59.329,16.8552
43.07,Linux,41.9,35.2,1075.62890625,4444.546875,2026.3515625,0.00390625,0.0234375,59.5677,16.7876
44.072,Linux,39.9,35.3,1075.62890625,4485.32421875,2026.3515625,0.0078125,0.0,57.624,17.3539
45.073,Linux,47.9,34.2,1075.62890625,4511.796875,2026.3515625,0.00390625,0.0,61.9485,16.1424
46.074,Linux,44.9,25.7,1075.62890625,4611.98828125,2026.3515625,0.00390625,0.0,58.604,17.0637
47.076,Linux,41.9,24.8,1075.62890625,4686.30078125,2027.4765625,0.00390625,0.03125,63.3101,15.7953
48.078,Linux,45.9,24.3,1075.62890625,4687.0234375,2027.4765625,0.00390625,0.03125,65.1308,15.3537
49.079,Linux,44.9,13.8,1076.48046875,4687.203125,2027.4765625,0.0078125,0.0,59.3538,16.8481
50.08,Linux,76.9,15.9,1074.0703125,4688.265625,2027.4765625,0.2734375,0.4375,70.2117,14.2426
51.081,Linux,89.9,14.4,1074.0703125,4679.78515625,2027.4765625,0.01171875,13.88671875,0.63014,1586.95
52.082,Linux,104.9,16.2,1074.0703125,4683.87890625,2027.4765625,0.0,5.67578125,NaN,NaN
53.084,Linux,93.9,16.0,1074.09375,4641.1015625,2028.23828125,0.0,106.578125,0.694612,1439.65
54.085,Linux,99.8,15.9,1093.99609375,4644.86328125,2029.015625,0.0,52.3828125,NaN,NaN
55.087,Linux,94.9,16.6,1123.91796875,4637.85546875,2029.578125,0.0,94.91796875,NaN,NaN
56.088,Linux,98.9,16.4,1174.9609375,4680.19921875,2031.953125,0.0,63.21875,NaN,NaN
57.089,Linux,100.9,16.1,1206.8359375,4700.03125,2033.43359375,0.0,63.1171875,NaN,NaN
58.091,Linux,98.9,16.6,1248.57421875,4734.9921875,2033.9609375,0.0,65.82421875,NaN,NaN
59.093,Linux,99.8,18.7,1309.22265625,4717.2421875,2057.80078125,0.0,61.7734375,NaN,NaN
