os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx,Radeon Vega Series / Radeon Vega Mobile Series,5948644,6.17.0-35-generic,,schedutil
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
0.777689,1285.86,14.193,6,52,52,200,0,0.737679,0,2.59523,5001806514
2.07518,481.886,20.7805,5,54,54,200,0,0.759415,0,2.75237,5483689226
161.337,6.19822,20.7805,5,54,54,200,0,0.759415,0,2.75237,5489887633
62.0614,16.1131,20.7805,5,54,54,200,0,0.759415,0,2.75237,5506006363
56.5545,17.6821,17.3367,20,54,54,200,0,0.792862,0,2.77497,5523683869
45.0464,22.1993,17.3367,20,54,54,200,0,0.792862,0,2.77497,5545886385
100.512,9.9491,17.3367,20,54,54,200,0,0.792862,0,2.77497,5555834048
46.7414,21.3943,17.3367,20,54,54,200,0,0.792862,0,2.77497,5577229331
66.6652,15.0003,17.3367,20,54,54,200,0,0.792862,0,2.77497,5592233425
67.7054,14.7699,17.3367,20,54,54,200,0,0.792862,0,2.77497,5607002159
62.8093,15.9212,17.3367,20,54,54,200,0,0.792862,0,2.77497,5622922548
59.0592,16.9322,17.3367,20,54,54,200,0,0.792862,0,2.77497,5639855181
61.2481,16.327,17.3367,20,54,54,200,0,0.792862,0,2.77497,5656183062
58.1173,17.2066,17.3367,20,54,54,200,0,0.792862,0,2.77497,5673390316
61.1505,16.3531,17.3367,20,54,54,200,0,0.792862,0,2.77497,5689743807
58.965,16.9592,17.3367,20,54,54,200,0,0.792862,0,2.77497,5706703200
60.8988,16.4207,17.3367,20,54,54,200,0,0.792862,0,2.77497,5723124331
52.3301,19.1095,17.3367,20,54,54,200,0,0.792862,0,2.77497,5742234624
70.1038,14.2646,17.3367,20,54,54,200,0,0.792862,0,2.77497,5756499655
58.6706,17.0443,17.3367,20,54,54,200,0,0.792862,0,2.77497,5773544269
59.7173,16.7456,17.3367,20,54,54,200,0,0.792862,0,2.77497,5790290201
60.001,16.6664,17.3367,20,54,54,200,0,0.792862,0,2.77497,5806957123
59.9561,16.6789,17.3367,20,54,54,200,0,0.792862,0,2.77497,5823636325
60.4059,16.5547,17.3367,20,54,54,200,0,0.792862,0,2.77497,5840191357
57.594,17.3629,17.3367,20,54,54,200,0,0.792862,0,2.77497,5857555212
59.3587,16.8467,17.3367,20,54,54,200,0,0.792862,0,2.77497,5874402295
59.7393,16.7394,17.3367,20,54,54,200,0,0.792862,0,2.77497,5891142417
59.1099,16.9176,17.3367,20,54,54,200,0,0.792862,0,2.77497,5908060760
60.4195,16.5509,17.3367,20,54,54,200,0,0.792862,0,2.77497,5924612072
57.7382,17.3195,17.3367,20,54,54,200,0,0.792862,0,2.77497,5941932187
61.3757,16.2931,17.3367,20,54,54,200,0,0.792862,0,2.77497,5958225757
60.1776,16.6175,17.3367,20,54,54,200,0,0.792862,0,2.77497,5974843999
59.542,16.7949,17.3367,20,54,54,200,0,0.792862,0,2.77497,5991639301
59.436,16.8248,17.3367,20,54,54,200,0,0.792862,0,2.77497,6008471194
61.219,16.3348,21.0127,47,54,54,200,0,0.821194,0,2.78299,6024800005
57.5206,17.3851,21.0127,47,54,54,200,0,0.821194,0,2.78299,6042185800
61.495,16.2615,21.0127,47,54,54,200,0,0.821194,0,2.78299,6058447680
58.4913,17.0966,21.0127,47,54,54,200,0,0.821194,0,2.78299,6075544704
60.599,16.5019,21.0127,47,54,54,200,0,0.821194,0,2.78299,6092047375
