elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input
0.031,Windows,0.0,62.5,36.640625,4407.625,535.640625,0.0,0.0
1.032,Windows,0.0,24.6,36.921875,4423.53515625,535.63671875,0.0,0.0
2.033,Windows,15.6,9.1,104.16015625,4493.7109375,535.63671875,0.0476512908935546,54.56686305999756
3.036,Windows,71.7,72.8,80.41796875,4548.77734375,535.37890625,0.0053987503051757,0.0264530181884765
4.045,Windows,100.6,64.9,82.46484375,4591.1484375,535.37109375,3.719329833984375e-05,0.04296875
5.046,Windows,96.8,28.0,161.02734375,4667.8359375,535.37109375,0.0007057189941406,4.266715049743652
6.047,Windows,84.3,19.4,486.45703125,4993.35546875,535.37109375,0.0010852813720703,247.5550508499145
7.049,Windows,81.1,39.0,774.296875,5095.51171875,577.046875,0.0,330.05815029144287
8.05,Windows,98.3,26.9,789.65625,5035.34375,577.03515625,0.0,15.523263931274414
9.051,Windows,98.3,16.5,882.94140625,5122.63671875,577.03515625,0.0,31.87672138214112
10.052,Windows,103.0,17.6,940.07421875,5173.6875,577.015625,0.0,24.57568359375
11.054,Windows,76.5,20.1,981.93359375,5420.5703125,577.0078125,0.0028591156005859,212.75228595733645
12.055,Windows,121.8,40.8,1012.265625,5215.34765625,669.56640625,0.0005407333374023,4.258371353149414
13.055,Windows,112.4,36.7,1039.6640625,5207.296875,769.98828125,0.0,2.92919921875
14.056,Windows,98.3,17.2,1108.1640625,5274.796875,769.984375,9.059906005859376e-05,3.134161949157715
15.058,Windows,89.0,15.3,1169.77734375,5357.48828125,769.984375,0.0,60.965911865234375
16.059,Windows,159.2,45.4,1206.6015625,5394.55859375,769.984375,0.0113449096679687,34.39687728881836
17.06,Windows,174.8,35.8,1206.71875,5394.57421875,769.98046875,0.0123844146728515,1.102741241455078
18.061,Windows,202.8,38.4,1210.515625,5379.359375,769.98046875,0.0137958526611328,4.8158111572265625
19.063,Windows,209.1,34.1,1235.1484375,5396.6484375,769.9609375,0.0147981643676757,20.19886875152588
20.064,Windows,187.2,44.0,1236.05859375,5367.15625,769.9609375,0.0159358978271484,3.405106544494629
21.066,Windows,185.7,31.5,1236.05859375,5375.48046875,769.9609375,0.0155067443847656,0.2163429260253906
22.067,Windows,188.8,36.1,1235.95703125,5399.6484375,769.9609375,0.0155067443847656,0.5620460510253906
23.068,Windows,153.0,23.9,1235.9453125,5397.98828125,769.9609375,0.0155525207519531,0.5137062072753906
24.07,Windows,99.8,17.8,1235.9765625,5366.47265625,769.9609375,0.0155067443847656,0.0293312072753906
25.072,Windows,126.4,22.6,1250.78515625,5377.1953125,769.9609375,0.017125129699707,4.479145050048828
26.073,Windows,110.8,17.9,1259.27734375,5388.74609375,769.9609375,0.0097818374633789,0.0423774719238281
27.074,Windows,64.0,12.5,1271.52734375,5398.1953125,769.9609375,0.0153779983520507,0.0832548141479492
28.075,Windows,62.4,14.8,1271.59765625,5395.25390625,769.9609375,0.0175666809082031,0.0378303527832031
29.076,Windows,84.3,30.3,1271.59765625,5389.33984375,769.9609375,0.0172739028930664,0.0220956802368164
30.078,Windows,103.0,30.8,1271.59765625,5391.203125,769.9609375,0.0175666809082031,0.0378303527832031
31.079,Windows,117.1,21.7,1271.6484375,5390.52734375,769.9609375,0.0183439254760742,0.0222806930541992
32.08,Windows,92.1,37.2,1271.80078125,5418.62109375,769.9609375,0.0434541702270507,2.7084169387817383
33.081,Windows,71.8,17.9,1271.8046875,5420.29296875,769.9609375,0.0175666809082031,0.0222053527832031
34.083,Windows,64.0,60.4,1271.64453125,5564.49609375,769.9609375,0.0172739028930664,0.0332345962524414
35.085,Windows,74.8,59.9,1259.50390625,5507.22265625,769.47265625,0.0175666809082031,0.0378303527832031
36.087,Windows,87.4,53.4,1259.375,5602.765625,769.47265625,0.0178422927856445,0.0379343032836914
37.088,Windows,106.1,67.4,1259.30859375,5459.2890625,772.6484375,0.0175838470458984,0.0378360748291015
38.09,Windows,112.3,51.6,1259.30859375,5468.1953125,772.6484375,0.0175666809082031,0.0222053527832031
39.092,Windows,126.4,52.6,1259.3125,5491.09375,772.6484375,0.0175666809082031,0.0378303527832031
40.094,Windows,120.1,48.6,1259.31640625,5632.63671875,772.6484375,0.0175666809082031,0.0222053527832031
41.096,Windows,135.6,61.9,1259.28515625,5586.01171875,773.2578125,0.0175666809082031,0.0378303527832031
42.098,Windows,117.0,52.3,1259.28515625,5564.28125,773.13671875,0.0175666809082031,0.0222053527832031
43.099,Windows,128.0,55.9,1259.2890625,5366.8203125,773.13671875,0.0176782608032226,0.0378303527832031
44.1,Windows,117.0,58.7,1259.2890625,5305.01171875,885.04296875,0.0175666809082031,0.0222053527832031
45.101,Windows,99.9,44.1,1259.29296875,5237.328125,885.04296875,0.0175666809082031,0.0378303527832031
46.103,Windows,103.0,43.3,1259.296875,5276.6640625,885.04296875,0.0177526473999023,0.0222339630126953
47.105,Windows,115.4,47.1,1259.296875,5324.23046875,885.04296875,0.0176734924316406,0.0379114151000976
48.107,Windows,124.8,48.0,1259.296875,5426.875,885.04296875,0.0175666809082031,0.0378303527832031
49.108,Windows,118.5,49.0,1259.30078125,5472.3125,885.04296875,0.0175666809082031,0.0222053527832031
50.11,Windows,131.0,45.9,1259.3046875,5506.5859375,885.04296875,0.0175666809082031,0.0378303527832031
51.112,Windows,126.3,45.6,1259.3046875,5519.3203125,885.04296875,0.0175666809082031,0.0222053527832031
52.114,Windows,124.8,46.9,1259.30859375,5553.73046875,885.04296875,0.0175666809082031,0.0378303527832031
53.115,Windows,129.5,46.7,1259.30859375,5602.234375,885.04296875,0.0175666809082031,0.0222053527832031
54.117,Windows,123.2,70.6,1142.08203125,5353.11328125,885.0390625,0.0175666809082031,0.0333442687988281
55.118,Windows,68.7,56.7,1142.0859375,5343.96484375,885.03515625,0.0175666809082031,0.0378303527832031
56.12,Windows,78.0,53.6,1142.08984375,5295.5625,1027.65234375,0.0175666809082031,0.0378303527832031
57.121,Windows,93.7,45.5,1142.08984375,5328.51171875,1027.65234375,0.0175666809082031,0.0378303527832031
58.123,Windows,98.2,45.7,1142.1015625,5363.1484375,1027.65234375,0.0175666809082031,0.0222053527832031
59.125,Windows,102.9,47.4,1142.1015625,5447.390625,1027.15234375,0.0175666809082031,0.0378303527832031
60.126,Windows,121.7,47.1,1142.0625,5472.00390625,1027.02734375,0.0175666809082031,0.0222053527832031
61.128,Windows,131.0,57.6,1142.06640625,5512.56640625,1027.02734375,0.0175666809082031,0.0378303527832031
62.129,Windows,118.6,58.2,1142.0703125,5553.77734375,1027.02734375,0.0177526473999023,0.0222396850585937
63.131,Windows,131.0,59.7,832.19921875,5483.03125,1025.703125,0.0176734924316406,0.0379056930541992
64.133,Windows,124.8,62.5,832.21875,5430.15234375,1024.953125,0.0175666809082031,0.0222053527832031
65.135,Windows,99.8,66.3,832.21875,5447.875,1024.953125,0.0175666809082031,0.0378303527832031
66.137,Windows,98.3,58.3,832.21875,5410.47265625,1087.953125,0.0175666809082031,0.0222053527832031
67.139,Windows,109.2,44.4,832.21875,5429.75390625,1122.82421875,0.0175666809082031,0.0378303527832031
68.141,Windows,116.9,49.2,832.22265625,5423.03125,1122.82421875,0.0175666809082031,0.0378303527832031
69.142,Windows,124.9,61.4,832.2265625,5451.453125,1122.8203125,0.0175666809082031,0.0222053527832031
70.144,Windows,123.2,51.0,832.23046875,5456.30078125,1122.8203125,0.0175666809082031,0.0378303527832031
71.145,Windows,126.4,52.8,832.234375,5273.9453125,1352.6484375,0.0175666809082031,0.0222053527832031
72.146,Windows,128.0,46.1,832.234375,5284.35546875,1352.6484375,0.0175666809082031,0.0378303527832031
73.148,Windows,128.0,48.3,832.23828125,5295.0234375,1352.6484375,0.0175666809082031,0.0222053527832031
74.149,Windows,128.0,48.0,832.24609375,5292.015625,1352.6484375,0.0177526473999023,0.0333786010742187
75.151,Windows,123.2,47.3,832.24609375,5464.234375,1352.6484375,0.0176734924316406,0.0379056930541992
76.154,Windows,121.5,62.9,643.921875,5325.5078125,1351.27734375,0.0175666809082031,0.0378303527832031
77.157,Windows,123.1,72.5,643.921875,5243.8046875,1371.15234375,0.0175666809082031,0.0378303527832031
78.158,Windows,117.0,47.1,643.93359375,5195.5859375,1446.84765625,0.0175666809082031,0.0222053527832031
79.159,Windows,110.8,45.0,643.93359375,5265.09375,1446.84765625,0.0175666809082031,0.0378303527832031
80.161,Windows,117.0,49.0,643.94140625,5337.26171875,1446.84765625,0.0175666809082031,0.0222053527832031
81.162,Windows,132.6,50.8,643.953125,5404.1015625,1446.84765625,0.0175666809082031,0.0378303527832031
82.163,Windows,98.3,46.2,643.953125,5480.65625,1446.84765625,0.0175666809082031,0.0222053527832031
83.165,Windows,96.7,60.6,475.84765625,5410.96484375,1445.90234375,0.0175666809082031,0.0378303527832031
84.167,Windows,112.2,64.5,475.8515625,5434.1796875,1445.0546875,0.0177698135375976,0.0222396850585937
85.168,Windows,131.1,62.6,475.85546875,5401.41796875,1543.5078125,0.0177078247070312,0.0379056930541992
86.17,Windows,131.1,48.8,475.8671875,5457.80859375,1543.5078125,0.0175666809082031,0.0378303527832031
87.171,Windows,131.0,38.8,475.8671875,5488.421875,1543.5078125,0.0175666809082031,0.0222053527832031
88.172,Windows,79.6,27.8,475.875,5496.21875,1543.43359375,0.0175666809082031,0.0378303527832031
89.173,Windows,71.8,25.6,481.83984375,5491.77734375,1543.43359375,0.2834844589233398,0.4482011795043945
90.174,Windows,99.9,27.4,366.44140625,5271.80078125,1682.3046875,0.0011968612670898,2.188928604125977
91.175,Windows,96.8,17.5,392.171875,5294.0546875,1681.6796875,0.0007057189941406,16.80410385131836
92.176,Windows,104.6,23.7,360.5625,5277.0390625,1681.1796875,0.001591682434082,11.69361400604248
93.177,Windows,103.0,20.4,388.7578125,5306.046875,1681.1796875,0.0,1.751953125
94.178,Windows,101.4,20.2,455.91015625,5356.33984375,1681.1796875,0.0,2.21728515625
